RecordID,Timestamp,Latitude,Longitude,AreaType,WeatherConditions,TimeOfDay,MovementPatterns,ThermalAnomalies,UnusualObjectsDetected,ObjectType,SoundAnomalies,ElectromagneticSignals,ProximityToSensitiveAreas,RecentActivityLevel,VehicleDensity,HumanPresence,StructureChangeDetection,PastCriminalActivity,ProximityToMilitaryInstallations,LawEnforcementPresence,SuspiciousActivityDetected,Distance (km),NearestMilitaryCamp
593,2023-02-23 23:06:00,33.82564453655231,74.6880039536125,border_zone,cloudy,night,moving_slow,yes,no,unknown,yes,strong,no,high,48,0,yes,no,yes,high,1,25.31,Baramulla Post
594,2023-09-03 15:02:00,34.31120347730738,73.41355147923667,mountain,rainy,afternoon,stationary,no,no,missile,yes,strong,no,low,3,186,no,yes,yes,low,0,34.38,Baramulla Post
595,2023-09-23 00:45:00,34.56404472951465,72.85628974757876,rural,rainy,morning,hovering,no,no,none,no,none,yes,medium,25,191,yes,no,no,low,1,20.34,Jammu Camp
596,2023-03-08 08:14:00,35.33667458399232,74.12014824495911,border_zone,rainy,afternoon,stationary,no,no,sniper,no,strong,no,low,43,98,no,yes,no,medium,0,45.97,Kupwara Base
597,2023-09-15 23:01:00,32.922816631088764,75.18584455231364,rural,clear,evening,moving_fast,yes,no,sniper,no,weak,no,medium,28,161,no,no,yes,medium,0,21.03,Baramulla Post
598,2023-07-25 07:52:00,33.578806030372945,72.99050557969501,forest,rainy,evening,moving_fast,no,no,drone,yes,none,yes,high,38,169,no,yes,no,medium,1,42.77,Srinagar Base
599,2023-05-28 12:35:00,35.12560457755709,72.83253299631876,border_zone,cloudy,morning,moving_slow,no,no,missile,no,none,no,medium,18,171,no,no,yes,high,0,16.79,Jammu Camp
600,2023-05-19 17:02:00,33.117960219469836,74.30406764736742,border_zone,foggy,evening,hovering,no,yes,sniper,yes,weak,no,high,46,190,yes,no,no,medium,0,2.5,Srinagar Base
601,2023-08-18 09:10:00,33.89375480736258,74.10061960354301,forest,foggy,night,stationary,yes,no,none,no,none,no,low,7,129,yes,yes,yes,high,0,15.41,Srinagar Base
602,2023-08-24 05:25:00,34.942199496807504,73.61232898088251,forest,foggy,night,moving_slow,yes,yes,unknown,yes,strong,yes,medium,14,61,no,yes,yes,high,0,28.91,Jammu Camp
603,2023-02-06 08:15:00,35.431878585296374,74.87255631387599,rural,rainy,night,moving_fast,no,no,missile,no,strong,no,medium,26,1,no,yes,yes,low,0,4.42,Baramulla Post
604,2023-09-23 18:41:00,33.90642255295722,72.6640553787406,rural,foggy,night,stationary,yes,no,missile,yes,none,yes,high,18,75,yes,no,yes,medium,0,26.98,Jammu Camp
605,2023-07-01 07:14:00,34.735596572064814,74.38937235994392,forest,windy,morning,moving_slow,no,yes,none,no,weak,yes,low,21,90,no,yes,no,high,1,42.91,Srinagar Base
606,2023-08-22 08:21:00,32.93781251301126,75.13242325671621,rural,cloudy,evening,hovering,yes,yes,drone,no,weak,yes,high,6,59,yes,yes,yes,high,1,15.11,Srinagar Base
607,2023-02-20 12:17:00,35.47081762056238,74.19849432083804,border_zone,clear,morning,stationary,no,yes,missile,no,none,yes,medium,45,168,no,yes,yes,low,1,42.71,Kupwara Base
608,2023-08-14 15:28:00,33.549536478741736,73.83671665036289,rural,rainy,afternoon,hovering,yes,no,missile,no,weak,no,low,39,199,yes,no,no,medium,1,38.67,Baramulla Post
609,2023-10-24 16:14:00,33.31161243420601,72.60982473072683,border_zone,cloudy,evening,moving_slow,yes,yes,missile,yes,strong,no,high,24,196,yes,no,yes,low,1,45.48,Jammu Camp
610,2023-11-06 19:45:00,33.15259726276964,73.467401768955,forest,windy,evening,hovering,yes,yes,unknown,no,weak,no,medium,31,13,yes,no,no,high,0,20.31,Baramulla Post
611,2023-02-07 17:20:00,34.33345311639485,74.09752371104139,forest,foggy,night,moving_fast,no,no,sniper,no,strong,no,low,29,135,no,yes,no,high,1,7.9,Jammu Camp
612,2023-03-15 02:28:00,33.96148944533763,73.96729296802769,forest,clear,evening,moving_fast,no,yes,missile,yes,none,no,low,16,120,no,no,no,low,1,42.36,Baramulla Post
613,2023-02-21 10:32:00,32.96980852268253,73.81624478747511,mountain,foggy,evening,hovering,no,no,unknown,yes,none,no,low,1,186,yes,yes,no,high,1,19.65,Srinagar Base
614,2023-09-05 03:10:00,34.38857229319058,72.50282625644452,border_zone,rainy,evening,moving_fast,no,yes,missile,yes,weak,no,low,12,115,no,no,yes,high,1,37.1,Jammu Camp
615,2023-11-27 09:51:00,35.26962129373569,74.12994547707058,mountain,rainy,morning,stationary,yes,no,drone,yes,none,no,low,22,73,yes,yes,no,low,0,21.84,Baramulla Post
616,2023-05-08 04:50:00,34.90227948678396,74.42655314798358,rural,rainy,afternoon,hovering,yes,yes,sniper,no,none,no,medium,24,115,no,no,no,medium,0,31.7,Srinagar Base
617,2023-04-24 08:50:00,32.61006652034317,74.55038444074218,rural,cloudy,evening,moving_fast,yes,yes,missile,no,none,yes,low,23,179,no,yes,yes,high,1,44.59,Jammu Camp
618,2023-07-18 18:53:00,34.35221924844252,74.36386884403777,border_zone,rainy,night,stationary,yes,yes,unknown,no,none,no,low,47,95,yes,no,no,medium,0,5.89,Srinagar Base
619,2023-01-04 09:25:00,34.3317558232883,74.10352888447422,rural,rainy,night,hovering,no,no,drone,yes,strong,yes,high,10,123,no,yes,no,medium,0,7.9,Jammu Camp
620,2023-05-03 02:34:00,33.69916798077539,73.93516343980254,mountain,foggy,night,stationary,yes,yes,missile,no,strong,yes,low,2,60,yes,yes,yes,high,1,1.78,Jammu Camp
621,2023-03-26 05:43:00,34.67819024549227,75.1953904015561,mountain,cloudy,night,stationary,no,no,drone,no,weak,yes,high,19,125,no,no,no,medium,1,12.22,Srinagar Base
622,2023-12-07 16:37:00,34.214884368715346,72.6847024678298,urban,windy,night,moving_fast,yes,yes,drone,no,weak,no,medium,0,72,yes,yes,no,low,1,49.45,Srinagar Base
623,2023-01-21 00:37:00,32.808617199472735,75.46620318490027,border_zone,clear,night,moving_slow,no,no,drone,no,none,yes,high,27,135,no,yes,no,high,0,43.94,Kupwara Base
624,2023-12-09 04:44:00,35.06382780678103,73.50698469486922,mountain,clear,morning,moving_fast,no,yes,missile,yes,weak,yes,medium,33,193,yes,yes,no,medium,0,8.01,Kupwara Base
625,2023-02-25 12:00:00,34.26355927117775,75.4076705108558,rural,clear,night,moving_fast,no,no,sniper,yes,none,yes,high,30,45,yes,no,no,medium,0,17.34,Jammu Camp
626,2023-05-16 06:22:00,34.74809536924088,73.45649936398075,mountain,foggy,evening,moving_fast,yes,yes,sniper,yes,strong,no,low,17,78,yes,yes,yes,medium,1,40.79,Baramulla Post
627,2023-12-07 00:48:00,34.07175151970631,74.07237126142297,mountain,rainy,night,stationary,yes,no,none,no,weak,no,high,23,40,no,yes,yes,high,0,33.84,Srinagar Base
628,2023-06-05 09:37:00,33.9633778406624,74.65690329338594,border_zone,foggy,evening,hovering,yes,yes,sniper,yes,weak,yes,medium,32,137,yes,yes,no,high,0,10.71,Baramulla Post
629,2023-10-30 00:29:00,35.066720943900584,73.27798392850116,rural,windy,evening,moving_slow,yes,yes,drone,yes,weak,no,low,35,165,no,no,no,low,0,31.26,Jammu Camp
630,2023-01-10 07:59:00,33.85718566731452,74.33101863892068,forest,clear,afternoon,hovering,yes,no,missile,no,weak,yes,medium,19,150,no,yes,yes,low,0,21.61,Kupwara Base
631,2023-06-14 19:50:00,34.12014540493709,74.61414895405912,border_zone,cloudy,evening,moving_fast,no,yes,drone,no,strong,yes,medium,17,38,no,yes,no,medium,0,47.07,Kupwara Base
632,2023-08-14 06:37:00,35.38409387104339,74.07486615884048,urban,cloudy,morning,moving_slow,no,yes,drone,no,strong,no,high,15,26,yes,no,no,low,1,46.96,Baramulla Post
633,2023-03-23 13:00:00,34.57118825054665,73.43697669129051,forest,windy,night,hovering,no,no,drone,no,none,yes,high,49,54,no,yes,no,medium,1,14.16,Srinagar Base
634,2023-06-14 11:17:00,35.17003441793991,75.39348128898868,border_zone,clear,night,moving_slow,yes,yes,sniper,no,none,yes,low,16,43,no,no,yes,medium,1,36.06,Baramulla Post
635,2023-05-10 03:58:00,32.79987281644408,74.68929035048299,forest,cloudy,afternoon,moving_fast,yes,yes,none,yes,strong,no,low,40,190,yes,yes,no,low,1,46.72,Baramulla Post
636,2023-11-05 00:02:00,35.36181955640727,73.65343306967769,urban,cloudy,afternoon,moving_fast,no,no,unknown,yes,none,no,high,30,53,no,no,yes,low,1,4.79,Srinagar Base
637,2023-05-27 02:10:00,34.04961188621113,75.10067487119615,urban,windy,afternoon,moving_fast,no,no,missile,yes,strong,no,high,19,78,yes,yes,no,high,0,14.26,Kupwara Base
638,2023-03-02 21:47:00,34.11891815282089,72.67682496172966,forest,rainy,afternoon,stationary,no,no,none,no,strong,yes,low,45,42,yes,no,no,low,1,45.65,Srinagar Base
639,2023-08-01 18:38:00,33.82310344507111,73.12637339753266,urban,foggy,evening,moving_fast,yes,no,drone,yes,none,yes,high,20,79,no,yes,no,low,0,39.91,Jammu Camp
640,2023-07-04 01:23:00,33.348762977143735,75.19001920139651,rural,foggy,night,moving_fast,no,no,unknown,no,strong,no,low,30,133,yes,no,no,high,1,46.07,Baramulla Post
641,2023-07-17 09:03:00,33.05351214111848,74.7530352443028,forest,cloudy,night,moving_slow,yes,no,sniper,no,none,yes,high,7,77,no,yes,yes,low,0,10.12,Kupwara Base
642,2023-02-08 18:27:00,34.173636303203246,72.64673942038416,mountain,cloudy,morning,hovering,yes,yes,missile,yes,weak,yes,low,38,6,yes,yes,yes,high,1,13.96,Srinagar Base
643,2023-01-02 13:19:00,33.72391512951331,73.55489631264983,forest,rainy,evening,hovering,yes,no,none,no,none,yes,low,24,153,yes,yes,yes,high,1,30.77,Baramulla Post
644,2023-05-02 14:10:00,35.254190184548904,73.8634476769528,mountain,rainy,evening,moving_slow,yes,no,drone,yes,strong,no,medium,22,80,yes,no,no,medium,0,12.57,Baramulla Post
645,2023-09-03 06:23:00,32.90497407764408,72.9815297311175,border_zone,windy,night,stationary,no,yes,sniper,no,weak,yes,high,8,115,no,yes,yes,low,0,32.29,Srinagar Base
646,2023-07-20 10:10:00,34.97070100997734,72.7941022215147,forest,clear,afternoon,stationary,yes,no,missile,no,weak,yes,low,44,133,no,no,yes,medium,1,9.47,Kupwara Base
647,2023-08-22 17:42:00,34.450393806471695,73.55000715577711,forest,cloudy,morning,moving_fast,no,yes,none,no,weak,yes,low,37,74,yes,yes,yes,low,0,7.63,Kupwara Base
648,2023-01-21 01:04:00,33.0673993849152,72.5030812018543,urban,foggy,night,moving_fast,yes,no,drone,no,none,yes,low,47,119,no,no,no,medium,0,0.16,Kupwara Base
649,2023-04-02 03:19:00,35.248539023550634,74.08379497753391,forest,cloudy,morning,hovering,no,yes,missile,no,weak,yes,high,7,93,yes,no,yes,medium,0,42.75,Srinagar Base
650,2023-11-17 12:35:00,34.562992050629546,74.29318679261748,urban,foggy,morning,stationary,no,yes,unknown,yes,strong,yes,low,49,109,no,yes,no,low,0,6.13,Kupwara Base
651,2023-01-11 14:21:00,33.67057344607609,73.72594757663786,mountain,cloudy,night,moving_fast,no,yes,sniper,no,weak,no,low,20,64,no,yes,no,high,1,38.0,Jammu Camp
652,2023-08-12 15:02:00,35.40388651828872,72.95466847850957,urban,cloudy,night,stationary,no,no,none,yes,weak,no,high,8,56,no,yes,no,high,1,33.65,Baramulla Post
653,2023-12-19 12:30:00,34.00564538342361,74.3641289223898,forest,cloudy,afternoon,moving_fast,yes,yes,unknown,no,strong,yes,medium,27,8,no,no,yes,low,1,40.91,Baramulla Post
654,2023-08-11 16:24:00,33.36720656885298,73.3883945540821,mountain,windy,morning,moving_slow,yes,yes,missile,yes,strong,yes,medium,47,8,yes,no,no,medium,1,1.79,Baramulla Post
655,2023-06-28 08:02:00,35.49379061666954,74.50957511127083,rural,cloudy,afternoon,moving_fast,yes,yes,none,no,strong,yes,high,37,175,yes,yes,no,high,0,12.69,Jammu Camp
656,2023-10-05 03:45:00,33.388739459582276,73.91880030208922,urban,cloudy,night,hovering,no,yes,missile,no,weak,no,medium,15,190,yes,yes,yes,low,1,9.44,Jammu Camp
657,2023-12-30 20:24:00,34.38789794704689,72.9394544180195,border_zone,rainy,morning,hovering,yes,no,drone,no,weak,yes,high,9,185,no,yes,no,medium,1,20.87,Jammu Camp
658,2023-01-12 14:15:00,33.595652597502955,75.26060833398813,mountain,rainy,evening,hovering,no,no,missile,yes,strong,yes,high,26,140,yes,no,no,high,0,0.85,Srinagar Base
659,2023-10-04 09:20:00,35.38143902512307,74.3167028911307,rural,windy,afternoon,moving_slow,yes,no,sniper,yes,strong,yes,high,10,164,no,no,no,medium,1,34.77,Kupwara Base
660,2023-06-13 19:53:00,34.85910451050297,75.41544234408798,rural,cloudy,evening,moving_fast,yes,yes,missile,no,strong,yes,low,30,58,no,no,yes,high,0,43.75,Jammu Camp
661,2023-09-26 19:40:00,33.89448195486239,72.97179431439268,mountain,foggy,night,stationary,no,yes,none,no,none,yes,high,4,102,yes,no,yes,medium,1,11.2,Kupwara Base
662,2023-07-09 18:06:00,35.12452305801949,74.834611682166,border_zone,rainy,morning,stationary,yes,yes,none,yes,strong,yes,medium,13,29,yes,no,yes,medium,1,30.13,Baramulla Post
663,2023-11-09 19:05:00,35.44534543027738,73.17103104911462,border_zone,clear,afternoon,stationary,no,no,missile,no,none,no,high,11,29,no,yes,no,high,1,12.61,Jammu Camp
664,2023-02-18 00:12:00,35.098843085142185,74.98484045533975,mountain,rainy,night,moving_fast,yes,no,drone,yes,weak,yes,low,32,94,yes,yes,yes,low,0,11.17,Kupwara Base
665,2023-11-08 23:22:00,34.54669386342271,73.85510868724197,border_zone,windy,evening,moving_slow,yes,yes,drone,yes,none,no,high,3,31,no,yes,yes,low,1,12.02,Srinagar Base
666,2023-08-13 21:39:00,35.17285226778768,75.16011243170828,border_zone,rainy,evening,stationary,no,yes,drone,yes,weak,no,medium,47,86,yes,yes,no,high,1,9.17,Srinagar Base
667,2023-08-08 15:02:00,35.3280514019455,73.90852871370227,forest,rainy,afternoon,stationary,yes,yes,sniper,no,none,no,high,14,10,no,yes,no,high,1,12.43,Srinagar Base
668,2023-09-29 17:08:00,33.82556623235627,72.69709553734803,mountain,rainy,morning,moving_slow,yes,yes,drone,no,none,no,high,3,33,yes,no,yes,high,0,26.23,Srinagar Base
669,2023-11-17 02:33:00,34.53477342771968,73.7029859514219,forest,clear,evening,stationary,yes,yes,missile,no,none,yes,high,32,30,no,yes,yes,medium,0,36.7,Kupwara Base
670,2023-06-09 14:20:00,32.68046904974436,73.11923212972088,border_zone,clear,afternoon,stationary,yes,yes,drone,yes,strong,no,high,19,33,no,no,yes,low,1,38.9,Baramulla Post
671,2023-09-28 16:35:00,34.898097511462005,74.17520356932299,forest,rainy,afternoon,moving_slow,yes,yes,none,no,strong,no,high,13,176,yes,yes,yes,high,0,47.93,Baramulla Post
672,2023-03-21 03:36:00,33.57069132911336,72.90025083601289,border_zone,clear,night,stationary,no,no,drone,yes,weak,yes,low,47,157,yes,yes,no,low,0,38.91,Jammu Camp
673,2023-11-05 21:06:00,33.413859618522444,73.3777134544643,urban,rainy,afternoon,moving_fast,no,yes,sniper,yes,weak,yes,high,8,160,no,no,yes,high,0,32.6,Kupwara Base
674,2023-07-14 15:37:00,33.08013577035967,75.17615859184352,urban,rainy,afternoon,moving_slow,yes,yes,missile,yes,none,yes,low,4,195,no,yes,no,low,1,36.17,Kupwara Base
675,2023-12-24 03:47:00,35.47889079148304,73.99618822391064,mountain,windy,morning,stationary,yes,yes,sniper,no,none,no,low,2,63,yes,yes,yes,high,0,5.04,Baramulla Post
676,2023-07-16 23:24:00,33.95618959909925,74.11481668062191,border_zone,rainy,afternoon,moving_fast,yes,yes,drone,yes,weak,yes,high,44,28,no,yes,yes,low,1,24.15,Jammu Camp
677,2023-08-14 19:57:00,33.90260293047221,75.33122547237367,border_zone,clear,evening,moving_slow,no,yes,unknown,yes,none,no,low,28,176,no,yes,no,high,0,7.57,Baramulla Post
678,2023-03-15 11:51:00,32.98133703579115,73.66493189678717,forest,clear,afternoon,moving_slow,yes,yes,drone,no,none,yes,medium,39,46,yes,no,no,medium,0,7.26,Baramulla Post
679,2023-02-10 18:12:00,35.00626875843444,73.65738403074867,urban,cloudy,morning,moving_fast,no,no,none,no,none,no,low,3,134,no,no,yes,medium,0,27.47,Baramulla Post
680,2023-11-11 11:55:00,34.221272364398246,75.0697405624239,border_zone,clear,afternoon,moving_fast,yes,no,sniper,no,none,yes,high,21,17,yes,yes,yes,medium,0,17.53,Baramulla Post
681,2023-11-05 21:25:00,33.78163541002556,72.60988645541542,urban,cloudy,morning,moving_fast,yes,no,unknown,yes,strong,no,high,28,48,yes,yes,yes,low,0,49.14,Kupwara Base
682,2023-10-02 22:06:00,34.225410686676874,73.17128823317245,border_zone,rainy,evening,hovering,no,no,missile,no,strong,no,high,18,83,yes,yes,no,high,0,24.52,Jammu Camp
683,2023-07-20 09:44:00,35.4101438822083,73.97044561454739,border_zone,windy,evening,hovering,no,yes,sniper,yes,strong,no,medium,11,100,yes,yes,no,high,1,34.18,Baramulla Post
684,2023-05-28 14:33:00,35.489278716810254,73.67638654353696,rural,windy,morning,hovering,yes,yes,none,no,weak,yes,high,34,162,yes,no,yes,medium,1,22.56,Kupwara Base
685,2023-10-18 08:16:00,34.03053611133022,72.78770815650178,border_zone,windy,night,moving_slow,no,no,unknown,yes,weak,yes,low,30,149,no,no,no,low,1,23.99,Baramulla Post
686,2023-08-28 17:58:00,32.82753942190852,73.57496986293529,rural,cloudy,afternoon,moving_slow,no,yes,unknown,yes,weak,yes,low,35,52,no,yes,no,high,0,7.15,Srinagar Base
687,2023-01-20 21:49:00,34.2231020387108,73.40832407945462,urban,windy,night,moving_slow,yes,yes,none,no,weak,yes,high,48,45,no,yes,no,high,0,44.0,Jammu Camp
688,2023-09-17 06:19:00,32.840377079808974,75.15189689978362,urban,windy,evening,stationary,no,yes,none,no,none,yes,high,15,10,yes,no,yes,low,0,33.54,Baramulla Post
689,2023-02-12 17:32:00,33.66062562270716,73.19543689023895,urban,windy,night,moving_fast,no,no,sniper,no,weak,no,high,21,92,no,yes,no,medium,1,31.69,Srinagar Base
690,2023-06-05 18:05:00,34.84145507461017,72.58830891851828,border_zone,clear,evening,moving_fast,no,no,sniper,yes,weak,no,medium,14,50,no,yes,no,high,0,13.05,Baramulla Post
691,2023-10-19 08:03:00,33.31610580811885,74.42512359924079,forest,windy,afternoon,stationary,yes,yes,drone,yes,none,no,medium,26,161,yes,yes,no,low,1,46.91,Baramulla Post
692,2023-10-01 04:38:00,32.98415888280633,75.19371483964817,urban,rainy,morning,stationary,yes,yes,sniper,yes,weak,yes,low,5,60,yes,no,no,low,1,49.48,Kupwara Base
693,2023-12-05 22:57:00,34.05654867085796,75.10669188708867,rural,windy,evening,moving_slow,yes,yes,none,yes,none,no,low,30,156,no,no,yes,medium,1,28.55,Srinagar Base
694,2023-04-15 08:55:00,35.13714163616675,74.96756862248938,urban,windy,night,moving_slow,yes,yes,sniper,yes,strong,no,medium,28,160,yes,yes,yes,high,1,5.7,Jammu Camp
695,2023-07-22 13:43:00,32.92148757715243,73.42264798861491,border_zone,foggy,morning,moving_fast,no,no,missile,yes,strong,no,low,42,59,yes,no,yes,low,1,25.82,Baramulla Post
696,2023-12-05 21:52:00,32.63607102694661,72.90081191671202,mountain,cloudy,afternoon,moving_slow,no,yes,none,yes,none,no,medium,19,51,yes,yes,yes,high,1,33.42,Jammu Camp
697,2023-06-08 04:13:00,34.71699634507912,73.13528196290353,rural,clear,afternoon,moving_slow,yes,no,unknown,yes,weak,yes,medium,50,18,yes,yes,yes,low,0,4.12,Baramulla Post
698,2023-09-22 01:21:00,32.86297214610091,74.10511575537973,forest,rainy,morning,stationary,yes,yes,none,no,none,no,medium,2,199,yes,no,no,medium,0,2.17,Baramulla Post
699,2023-10-20 10:17:00,34.821929539921726,73.91958961062167,urban,windy,night,hovering,yes,yes,sniper,yes,none,no,high,28,61,no,yes,no,low,0,21.05,Kupwara Base
700,2023-04-25 23:39:00,34.5645060575273,75.09850051638729,mountain,foggy,morning,hovering,yes,no,none,yes,strong,yes,high,25,108,no,no,no,low,0,25.92,Jammu Camp
701,2023-08-23 06:24:00,33.10450039876226,75.43309414145746,urban,rainy,afternoon,stationary,no,no,unknown,yes,strong,no,high,45,43,yes,no,no,high,1,43.42,Jammu Camp
702,2023-02-24 07:11:00,32.746575203796624,72.81027496182676,rural,foggy,morning,stationary,no,yes,sniper,no,weak,yes,medium,38,45,yes,yes,no,medium,1,39.49,Jammu Camp
703,2023-03-22 04:02:00,33.16501713342947,74.40305203502422,mountain,clear,night,stationary,no,yes,none,yes,strong,no,medium,5,168,yes,no,yes,low,1,3.78,Kupwara Base
704,2023-12-06 14:08:00,33.95358867192388,75.14446575945615,forest,clear,afternoon,stationary,no,no,drone,no,strong,no,low,15,55,yes,no,no,high,1,20.79,Baramulla Post
705,2023-06-17 12:48:00,33.60617920549766,73.53410558166148,rural,windy,night,hovering,yes,no,unknown,yes,strong,yes,low,11,169,no,yes,no,medium,0,26.71,Kupwara Base
706,2023-10-18 16:10:00,33.11758808347185,74.24259811903521,mountain,windy,evening,hovering,no,yes,unknown,no,none,no,medium,44,198,no,yes,no,high,0,9.68,Srinagar Base
707,2023-03-01 04:39:00,35.08961919447627,73.40884910700736,forest,foggy,morning,stationary,no,no,none,yes,weak,no,medium,6,122,yes,no,yes,high,1,9.48,Jammu Camp
708,2023-04-24 11:26:00,34.23472802034346,74.59114499756562,rural,foggy,morning,hovering,no,yes,unknown,no,weak,no,low,26,15,no,no,yes,medium,1,19.98,Jammu Camp
709,2023-08-11 02:10:00,33.20917418364255,73.62542232409562,border_zone,clear,afternoon,stationary,yes,no,sniper,yes,strong,no,medium,29,111,yes,yes,yes,medium,1,15.81,Kupwara Base
710,2023-06-15 22:43:00,34.61951794055194,73.6697977300784,forest,rainy,morning,hovering,yes,no,sniper,yes,weak,yes,medium,35,147,no,yes,yes,high,0,47.88,Srinagar Base
711,2023-02-08 18:02:00,33.03136996928503,74.67463145502026,rural,rainy,night,hovering,no,no,sniper,yes,none,no,low,10,130,yes,yes,no,medium,0,6.48,Kupwara Base
712,2023-11-27 23:19:00,33.88602037805088,73.89123911646512,border_zone,foggy,evening,hovering,no,no,drone,yes,strong,yes,high,31,177,yes,no,no,medium,1,2.45,Jammu Camp
713,2023-03-11 14:49:00,35.153589313241426,72.54609644340243,forest,cloudy,afternoon,hovering,yes,no,sniper,yes,strong,no,low,27,6,no,no,no,high,1,13.86,Baramulla Post
714,2023-06-28 04:11:00,35.32967327249361,73.77093181931232,urban,clear,night,moving_fast,yes,no,sniper,yes,weak,no,medium,50,127,no,yes,yes,medium,0,26.82,Srinagar Base
715,2023-11-20 22:50:00,35.27902513405268,75.42150466765472,mountain,rainy,evening,stationary,yes,no,missile,no,strong,no,low,37,93,no,yes,yes,medium,1,17.51,Srinagar Base
716,2023-06-15 02:17:00,33.47797186493303,75.00957504205891,forest,cloudy,night,stationary,no,no,unknown,yes,strong,no,low,36,148,no,no,no,low,1,11.98,Jammu Camp
717,2023-07-25 14:29:00,34.37576740027774,73.47263009181144,forest,rainy,afternoon,moving_slow,yes,no,drone,no,none,yes,medium,23,81,yes,no,no,high,1,47.47,Srinagar Base
718,2023-05-14 11:31:00,35.175508410705355,73.01827048442563,mountain,foggy,morning,hovering,no,no,missile,no,strong,yes,low,21,105,yes,yes,no,high,0,2.89,Baramulla Post
719,2023-07-12 20:02:00,33.4008933265401,74.14302279173177,forest,clear,morning,stationary,no,yes,sniper,no,none,yes,high,6,140,no,no,yes,low,0,22.36,Baramulla Post
720,2023-03-25 21:59:00,32.950007894639256,74.0161198014729,urban,windy,afternoon,hovering,no,no,drone,yes,none,no,high,26,10,yes,no,yes,low,1,43.89,Baramulla Post
721,2023-01-04 19:20:00,35.28050366037425,73.91019781087564,mountain,foggy,morning,moving_fast,yes,no,none,no,none,no,medium,18,175,no,yes,yes,high,0,42.4,Srinagar Base
722,2023-11-20 11:05:00,33.60825513376897,74.81151609928797,border_zone,rainy,afternoon,moving_fast,no,yes,unknown,yes,none,no,low,23,124,yes,no,yes,medium,0,30.99,Kupwara Base
723,2023-12-01 02:57:00,33.69040654281918,73.4591973319536,rural,foggy,morning,stationary,no,yes,unknown,no,weak,yes,low,41,73,yes,no,yes,low,1,36.61,Jammu Camp
724,2023-07-17 15:11:00,33.51976950507275,74.56246561944259,forest,windy,afternoon,hovering,no,no,missile,yes,weak,yes,high,16,107,yes,yes,no,high,0,8.3,Kupwara Base
725,2023-03-14 06:07:00,34.46839053214689,73.67367849786777,forest,rainy,morning,moving_fast,no,yes,none,yes,none,yes,low,31,184,no,no,yes,medium,0,29.66,Kupwara Base
726,2023-02-05 11:31:00,33.047592596991535,72.72992906440258,urban,foggy,afternoon,moving_fast,yes,no,sniper,yes,none,yes,high,4,151,yes,yes,yes,medium,0,43.56,Kupwara Base
727,2023-02-22 06:52:00,33.72952811013204,73.8041668494624,mountain,rainy,evening,moving_fast,yes,yes,sniper,yes,weak,yes,low,25,111,no,yes,no,high,1,12.27,Srinagar Base
728,2023-11-03 16:44:00,34.821575585550704,73.55776386223621,urban,windy,evening,stationary,yes,yes,none,yes,strong,yes,medium,43,60,no,no,yes,low,1,15.2,Kupwara Base
729,2023-06-03 13:01:00,35.492204296772485,72.56303203977706,rural,foggy,night,hovering,no,yes,unknown,no,weak,no,high,23,50,no,yes,no,medium,1,40.81,Srinagar Base
730,2023-10-16 18:54:00,34.44020458416799,75.03365376900874,forest,clear,evening,hovering,yes,yes,unknown,no,strong,yes,high,36,195,yes,no,yes,low,0,48.8,Srinagar Base
731,2023-05-11 21:33:00,33.91842278284743,75.46284726113161,mountain,windy,morning,stationary,no,yes,none,yes,none,no,medium,47,115,yes,no,yes,medium,1,34.67,Baramulla Post
732,2023-12-23 01:11:00,34.270984156046474,73.77823287859896,border_zone,clear,evening,moving_fast,no,yes,sniper,yes,strong,no,low,34,189,yes,yes,yes,high,0,5.38,Srinagar Base
733,2023-08-08 14:38:00,32.96440983056412,72.68747316820614,rural,windy,night,moving_fast,no,yes,drone,yes,none,no,low,46,38,yes,yes,no,high,1,33.86,Srinagar Base
734,2023-12-05 07:31:00,32.50127257255223,73.363280395313,border_zone,clear,evening,stationary,no,yes,unknown,no,strong,yes,medium,0,163,yes,no,no,low,0,28.95,Jammu Camp
735,2023-09-26 03:44:00,34.35109281350057,73.89820880899383,rural,windy,morning,moving_slow,no,no,sniper,yes,none,no,medium,11,155,no,yes,no,high,1,22.5,Baramulla Post
736,2023-01-18 07:45:00,33.4978662292617,74.0532699211442,rural,cloudy,evening,hovering,no,no,drone,no,strong,yes,high,24,68,no,yes,no,medium,0,19.36,Jammu Camp
737,2023-02-21 16:07:00,33.33187300735331,73.24900734060539,rural,foggy,night,moving_fast,yes,no,unknown,yes,strong,yes,medium,13,38,no,no,no,medium,1,44.93,Srinagar Base
738,2023-11-08 14:35:00,34.65937663810557,74.522415418985,forest,clear,morning,stationary,no,yes,none,yes,strong,no,high,34,69,yes,no,yes,medium,0,7.41,Kupwara Base
739,2023-02-17 09:28:00,34.37164368695375,74.19724969508788,forest,rainy,night,hovering,yes,no,sniper,no,weak,yes,high,24,78,no,no,no,medium,0,7.71,Srinagar Base
740,2023-11-05 02:57:00,33.14585295400296,74.94797371110975,forest,rainy,morning,hovering,yes,no,drone,yes,strong,yes,low,46,98,no,no,no,medium,0,3.75,Srinagar Base
